deck_id,deck_url,mtgo_url,placement,players,placement_of,deck_file
808713,https://www.mtgtop8.com/event?e=80077&d=808713&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80077&d=808713&f=cEDH,1,32,1/32,..\data\mtgtop8\deck_808713.txt
808714,https://www.mtgtop8.com/event?e=80077&d=808714&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80077&d=808714&f=cEDH,2,32,2/32,..\data\mtgtop8\deck_808714.txt
808715,https://www.mtgtop8.com/event?e=80077&d=808715&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80077&d=808715&f=cEDH,3,32,3/32,..\data\mtgtop8\deck_808715.txt
808716,https://www.mtgtop8.com/event?e=80077&d=808716&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80077&d=808716&f=cEDH,4,32,4/32,..\data\mtgtop8\deck_808716.txt
808717,https://www.mtgtop8.com/event?e=80077&d=808717&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80077&d=808717&f=cEDH,5,32,5/32,..\data\mtgtop8\deck_808717.txt
808718,https://www.mtgtop8.com/event?e=80077&d=808718&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80077&d=808718&f=cEDH,6,32,6/32,..\data\mtgtop8\deck_808718.txt
808719,https://www.mtgtop8.com/event?e=80077&d=808719&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80077&d=808719&f=cEDH,7,32,7/32,..\data\mtgtop8\deck_808719.txt
808720,https://www.mtgtop8.com/event?e=80077&d=808720&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80077&d=808720&f=cEDH,8,32,8/32,..\data\mtgtop8\deck_808720.txt
808721,https://www.mtgtop8.com/event?e=80077&d=808721&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80077&d=808721&f=cEDH,9,32,9/32,..\data\mtgtop8\deck_808721.txt
808722,https://www.mtgtop8.com/event?e=80077&d=808722&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80077&d=808722&f=cEDH,10,32,10/32,..\data\mtgtop8\deck_808722.txt
808538,https://www.mtgtop8.com/event?e=80053&d=808538&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80053&d=808538&f=cEDH,1,19,1/19,..\data\mtgtop8\deck_808538.txt
808539,https://www.mtgtop8.com/event?e=80053&d=808539&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80053&d=808539&f=cEDH,2,19,2/19,..\data\mtgtop8\deck_808539.txt
808540,https://www.mtgtop8.com/event?e=80053&d=808540&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80053&d=808540&f=cEDH,3,19,3/19,..\data\mtgtop8\deck_808540.txt
808541,https://www.mtgtop8.com/event?e=80053&d=808541&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80053&d=808541&f=cEDH,4,19,4/19,..\data\mtgtop8\deck_808541.txt
808880,https://www.mtgtop8.com/event?e=80100&d=808880&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80100&d=808880&f=cEDH,1,19,1/19,..\data\mtgtop8\deck_808880.txt
808881,https://www.mtgtop8.com/event?e=80100&d=808881&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80100&d=808881&f=cEDH,2,19,2/19,..\data\mtgtop8\deck_808881.txt
808882,https://www.mtgtop8.com/event?e=80100&d=808882&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80100&d=808882&f=cEDH,3,19,3/19,..\data\mtgtop8\deck_808882.txt
808883,https://www.mtgtop8.com/event?e=80100&d=808883&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80100&d=808883&f=cEDH,3,19,3/19,..\data\mtgtop8\deck_808883.txt
808884,https://www.mtgtop8.com/event?e=80100&d=808884&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80100&d=808884&f=cEDH,5,19,5/19,..\data\mtgtop8\deck_808884.txt
808885,https://www.mtgtop8.com/event?e=80100&d=808885&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80100&d=808885&f=cEDH,5,19,5/19,..\data\mtgtop8\deck_808885.txt
808886,https://www.mtgtop8.com/event?e=80100&d=808886&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80100&d=808886&f=cEDH,5,19,5/19,..\data\mtgtop8\deck_808886.txt
808887,https://www.mtgtop8.com/event?e=80100&d=808887&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80100&d=808887&f=cEDH,5,19,5/19,..\data\mtgtop8\deck_808887.txt
808872,https://www.mtgtop8.com/event?e=80099&d=808872&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80099&d=808872&f=cEDH,1,19,1/19,..\data\mtgtop8\deck_808872.txt
808873,https://www.mtgtop8.com/event?e=80099&d=808873&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80099&d=808873&f=cEDH,2,19,2/19,..\data\mtgtop8\deck_808873.txt
808874,https://www.mtgtop8.com/event?e=80099&d=808874&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80099&d=808874&f=cEDH,3,19,3/19,..\data\mtgtop8\deck_808874.txt
808875,https://www.mtgtop8.com/event?e=80099&d=808875&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80099&d=808875&f=cEDH,3,19,3/19,..\data\mtgtop8\deck_808875.txt
808876,https://www.mtgtop8.com/event?e=80099&d=808876&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80099&d=808876&f=cEDH,5,19,5/19,..\data\mtgtop8\deck_808876.txt
808877,https://www.mtgtop8.com/event?e=80099&d=808877&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80099&d=808877&f=cEDH,5,19,5/19,..\data\mtgtop8\deck_808877.txt
808878,https://www.mtgtop8.com/event?e=80099&d=808878&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80099&d=808878&f=cEDH,5,19,5/19,..\data\mtgtop8\deck_808878.txt
808879,https://www.mtgtop8.com/event?e=80099&d=808879&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80099&d=808879&f=cEDH,5,19,5/19,..\data\mtgtop8\deck_808879.txt
808558,https://www.mtgtop8.com/event?e=80058&d=808558&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80058&d=808558&f=cEDH,1,8,1/8,..\data\mtgtop8\deck_808558.txt
808559,https://www.mtgtop8.com/event?e=80058&d=808559&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80058&d=808559&f=cEDH,2,8,2/8,..\data\mtgtop8\deck_808559.txt
808560,https://www.mtgtop8.com/event?e=80058&d=808560&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80058&d=808560&f=cEDH,3,8,3/8,..\data\mtgtop8\deck_808560.txt
808561,https://www.mtgtop8.com/event?e=80058&d=808561&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80058&d=808561&f=cEDH,3,8,3/8,..\data\mtgtop8\deck_808561.txt
808551,https://www.mtgtop8.com/event?e=80056&d=808551&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80056&d=808551&f=cEDH,1,10,1/10,..\data\mtgtop8\deck_808551.txt
808552,https://www.mtgtop8.com/event?e=80056&d=808552&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80056&d=808552&f=cEDH,2,10,2/10,..\data\mtgtop8\deck_808552.txt
808553,https://www.mtgtop8.com/event?e=80056&d=808553&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80056&d=808553&f=cEDH,3,10,3/10,..\data\mtgtop8\deck_808553.txt
808542,https://www.mtgtop8.com/event?e=80054&d=808542&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80054&d=808542&f=cEDH,1,7,1/7,..\data\mtgtop8\deck_808542.txt
808543,https://www.mtgtop8.com/event?e=80055&d=808543&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80055&d=808543&f=cEDH,1,16,1/16,..\data\mtgtop8\deck_808543.txt
808544,https://www.mtgtop8.com/event?e=80055&d=808544&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80055&d=808544&f=cEDH,2,16,2/16,..\data\mtgtop8\deck_808544.txt
808545,https://www.mtgtop8.com/event?e=80055&d=808545&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80055&d=808545&f=cEDH,3,16,3/16,..\data\mtgtop8\deck_808545.txt
808546,https://www.mtgtop8.com/event?e=80055&d=808546&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80055&d=808546&f=cEDH,3,16,3/16,..\data\mtgtop8\deck_808546.txt
808547,https://www.mtgtop8.com/event?e=80055&d=808547&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80055&d=808547&f=cEDH,5,16,5/16,..\data\mtgtop8\deck_808547.txt
808548,https://www.mtgtop8.com/event?e=80055&d=808548&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80055&d=808548&f=cEDH,5,16,5/16,..\data\mtgtop8\deck_808548.txt
808549,https://www.mtgtop8.com/event?e=80055&d=808549&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80055&d=808549&f=cEDH,5,16,5/16,..\data\mtgtop8\deck_808549.txt
808550,https://www.mtgtop8.com/event?e=80055&d=808550&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80055&d=808550&f=cEDH,5,16,5/16,..\data\mtgtop8\deck_808550.txt
808562,https://www.mtgtop8.com/event?e=80059&d=808562&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80059&d=808562&f=cEDH,1,16,1/16,..\data\mtgtop8\deck_808562.txt
808554,https://www.mtgtop8.com/event?e=80057&d=808554&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80057&d=808554&f=cEDH,1,13,1/13,..\data\mtgtop8\deck_808554.txt
808555,https://www.mtgtop8.com/event?e=80057&d=808555&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80057&d=808555&f=cEDH,2,13,2/13,..\data\mtgtop8\deck_808555.txt
808556,https://www.mtgtop8.com/event?e=80057&d=808556&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80057&d=808556&f=cEDH,3,13,3/13,..\data\mtgtop8\deck_808556.txt
808557,https://www.mtgtop8.com/event?e=80057&d=808557&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80057&d=808557&f=cEDH,3,13,3/13,..\data\mtgtop8\deck_808557.txt
808237,https://www.mtgtop8.com/event?e=80022&d=808237&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80022&d=808237&f=cEDH,2,12,2/12,..\data\mtgtop8\deck_808237.txt
808238,https://www.mtgtop8.com/event?e=80022&d=808238&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80022&d=808238&f=cEDH,3,12,3/12,..\data\mtgtop8\deck_808238.txt
808239,https://www.mtgtop8.com/event?e=80022&d=808239&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80022&d=808239&f=cEDH,3,12,3/12,..\data\mtgtop8\deck_808239.txt
807759,https://www.mtgtop8.com/event?e=79955&d=807759&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79955&d=807759&f=cEDH,1,16,1/16,..\data\mtgtop8\deck_807759.txt
807760,https://www.mtgtop8.com/event?e=79955&d=807760&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79955&d=807760&f=cEDH,2,16,2/16,..\data\mtgtop8\deck_807760.txt
807754,https://www.mtgtop8.com/event?e=79954&d=807754&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79954&d=807754&f=cEDH,1,23,1/23,..\data\mtgtop8\deck_807754.txt
807755,https://www.mtgtop8.com/event?e=79954&d=807755&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79954&d=807755&f=cEDH,2,23,2/23,..\data\mtgtop8\deck_807755.txt
807756,https://www.mtgtop8.com/event?e=79954&d=807756&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79954&d=807756&f=cEDH,3,23,3/23,..\data\mtgtop8\deck_807756.txt
807757,https://www.mtgtop8.com/event?e=79954&d=807757&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79954&d=807757&f=cEDH,3,23,3/23,..\data\mtgtop8\deck_807757.txt
807758,https://www.mtgtop8.com/event?e=79954&d=807758&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79954&d=807758&f=cEDH,5,23,5/23,..\data\mtgtop8\deck_807758.txt
808228,https://www.mtgtop8.com/event?e=80021&d=808228&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80021&d=808228&f=cEDH,1,36,1/36,..\data\mtgtop8\deck_808228.txt
808229,https://www.mtgtop8.com/event?e=80021&d=808229&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80021&d=808229&f=cEDH,2,36,2/36,..\data\mtgtop8\deck_808229.txt
808230,https://www.mtgtop8.com/event?e=80021&d=808230&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80021&d=808230&f=cEDH,3,36,3/36,..\data\mtgtop8\deck_808230.txt
808231,https://www.mtgtop8.com/event?e=80021&d=808231&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80021&d=808231&f=cEDH,3,36,3/36,..\data\mtgtop8\deck_808231.txt
808232,https://www.mtgtop8.com/event?e=80021&d=808232&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80021&d=808232&f=cEDH,5,36,5/36,..\data\mtgtop8\deck_808232.txt
808233,https://www.mtgtop8.com/event?e=80021&d=808233&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80021&d=808233&f=cEDH,5,36,5/36,..\data\mtgtop8\deck_808233.txt
808234,https://www.mtgtop8.com/event?e=80021&d=808234&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80021&d=808234&f=cEDH,5,36,5/36,..\data\mtgtop8\deck_808234.txt
808235,https://www.mtgtop8.com/event?e=80021&d=808235&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=80021&d=808235&f=cEDH,5,36,5/36,..\data\mtgtop8\deck_808235.txt
807339,https://www.mtgtop8.com/event?e=79904&d=807339&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807339&f=cEDH,1,37,1/37,..\data\mtgtop8\deck_807339.txt
807340,https://www.mtgtop8.com/event?e=79904&d=807340&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807340&f=cEDH,2,37,2/37,..\data\mtgtop8\deck_807340.txt
807341,https://www.mtgtop8.com/event?e=79904&d=807341&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807341&f=cEDH,3,37,3/37,..\data\mtgtop8\deck_807341.txt
807342,https://www.mtgtop8.com/event?e=79904&d=807342&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807342&f=cEDH,3,37,3/37,..\data\mtgtop8\deck_807342.txt
807343,https://www.mtgtop8.com/event?e=79904&d=807343&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807343&f=cEDH,5,37,5/37,..\data\mtgtop8\deck_807343.txt
807344,https://www.mtgtop8.com/event?e=79904&d=807344&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807344&f=cEDH,5,37,5/37,..\data\mtgtop8\deck_807344.txt
807345,https://www.mtgtop8.com/event?e=79904&d=807345&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807345&f=cEDH,5,37,5/37,..\data\mtgtop8\deck_807345.txt
807346,https://www.mtgtop8.com/event?e=79904&d=807346&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807346&f=cEDH,5,37,5/37,..\data\mtgtop8\deck_807346.txt
807347,https://www.mtgtop8.com/event?e=79904&d=807347&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807347&f=cEDH,9,37,9/37,..\data\mtgtop8\deck_807347.txt
807348,https://www.mtgtop8.com/event?e=79904&d=807348&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807348&f=cEDH,9,37,9/37,..\data\mtgtop8\deck_807348.txt
807349,https://www.mtgtop8.com/event?e=79904&d=807349&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807349&f=cEDH,9,37,9/37,..\data\mtgtop8\deck_807349.txt
807350,https://www.mtgtop8.com/event?e=79904&d=807350&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807350&f=cEDH,9,37,9/37,..\data\mtgtop8\deck_807350.txt
807351,https://www.mtgtop8.com/event?e=79904&d=807351&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807351&f=cEDH,9,37,9/37,..\data\mtgtop8\deck_807351.txt
807352,https://www.mtgtop8.com/event?e=79904&d=807352&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807352&f=cEDH,9,37,9/37,..\data\mtgtop8\deck_807352.txt
807353,https://www.mtgtop8.com/event?e=79904&d=807353&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807353&f=cEDH,9,37,9/37,..\data\mtgtop8\deck_807353.txt
807354,https://www.mtgtop8.com/event?e=79904&d=807354&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79904&d=807354&f=cEDH,9,37,9/37,..\data\mtgtop8\deck_807354.txt
807468,https://www.mtgtop8.com/event?e=79917&d=807468&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807468&f=cEDH,1,62,1/62,..\data\mtgtop8\deck_807468.txt
807469,https://www.mtgtop8.com/event?e=79917&d=807469&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807469&f=cEDH,2,62,2/62,..\data\mtgtop8\deck_807469.txt
807470,https://www.mtgtop8.com/event?e=79917&d=807470&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807470&f=cEDH,3,62,3/62,..\data\mtgtop8\deck_807470.txt
807471,https://www.mtgtop8.com/event?e=79917&d=807471&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807471&f=cEDH,3,62,3/62,..\data\mtgtop8\deck_807471.txt
807472,https://www.mtgtop8.com/event?e=79917&d=807472&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807472&f=cEDH,5,62,5/62,..\data\mtgtop8\deck_807472.txt
807473,https://www.mtgtop8.com/event?e=79917&d=807473&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807473&f=cEDH,5,62,5/62,..\data\mtgtop8\deck_807473.txt
807474,https://www.mtgtop8.com/event?e=79917&d=807474&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807474&f=cEDH,5,62,5/62,..\data\mtgtop8\deck_807474.txt
807475,https://www.mtgtop8.com/event?e=79917&d=807475&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807475&f=cEDH,5,62,5/62,..\data\mtgtop8\deck_807475.txt
807476,https://www.mtgtop8.com/event?e=79917&d=807476&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807476&f=cEDH,9,62,9/62,..\data\mtgtop8\deck_807476.txt
807477,https://www.mtgtop8.com/event?e=79917&d=807477&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807477&f=cEDH,9,62,9/62,..\data\mtgtop8\deck_807477.txt
807478,https://www.mtgtop8.com/event?e=79917&d=807478&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807478&f=cEDH,9,62,9/62,..\data\mtgtop8\deck_807478.txt
807479,https://www.mtgtop8.com/event?e=79917&d=807479&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807479&f=cEDH,9,62,9/62,..\data\mtgtop8\deck_807479.txt
807480,https://www.mtgtop8.com/event?e=79917&d=807480&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807480&f=cEDH,9,62,9/62,..\data\mtgtop8\deck_807480.txt
807481,https://www.mtgtop8.com/event?e=79917&d=807481&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807481&f=cEDH,9,62,9/62,..\data\mtgtop8\deck_807481.txt
807482,https://www.mtgtop8.com/event?e=79917&d=807482&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807482&f=cEDH,9,62,9/62,..\data\mtgtop8\deck_807482.txt
807483,https://www.mtgtop8.com/event?e=79917&d=807483&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79917&d=807483&f=cEDH,9,62,9/62,..\data\mtgtop8\deck_807483.txt
807433,https://www.mtgtop8.com/event?e=79913&d=807433&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79913&d=807433&f=cEDH,1,30,1/30,..\data\mtgtop8\deck_807433.txt
807434,https://www.mtgtop8.com/event?e=79913&d=807434&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79913&d=807434&f=cEDH,2,30,2/30,..\data\mtgtop8\deck_807434.txt
807435,https://www.mtgtop8.com/event?e=79913&d=807435&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79913&d=807435&f=cEDH,3,30,3/30,..\data\mtgtop8\deck_807435.txt
807436,https://www.mtgtop8.com/event?e=79913&d=807436&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79913&d=807436&f=cEDH,3,30,3/30,..\data\mtgtop8\deck_807436.txt
807437,https://www.mtgtop8.com/event?e=79913&d=807437&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79913&d=807437&f=cEDH,5,30,5/30,..\data\mtgtop8\deck_807437.txt
807438,https://www.mtgtop8.com/event?e=79913&d=807438&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79913&d=807438&f=cEDH,5,30,5/30,..\data\mtgtop8\deck_807438.txt
807439,https://www.mtgtop8.com/event?e=79913&d=807439&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79913&d=807439&f=cEDH,5,30,5/30,..\data\mtgtop8\deck_807439.txt
807440,https://www.mtgtop8.com/event?e=79913&d=807440&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79913&d=807440&f=cEDH,5,30,5/30,..\data\mtgtop8\deck_807440.txt
807386,https://www.mtgtop8.com/event?e=79907&d=807386&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79907&d=807386&f=cEDH,1,16,1/16,..\data\mtgtop8\deck_807386.txt
807387,https://www.mtgtop8.com/event?e=79907&d=807387&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79907&d=807387&f=cEDH,2,16,2/16,..\data\mtgtop8\deck_807387.txt
807388,https://www.mtgtop8.com/event?e=79907&d=807388&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79907&d=807388&f=cEDH,3,16,3/16,..\data\mtgtop8\deck_807388.txt
807389,https://www.mtgtop8.com/event?e=79907&d=807389&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79907&d=807389&f=cEDH,3,16,3/16,..\data\mtgtop8\deck_807389.txt
807390,https://www.mtgtop8.com/event?e=79907&d=807390&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79907&d=807390&f=cEDH,5,16,5/16,..\data\mtgtop8\deck_807390.txt
807391,https://www.mtgtop8.com/event?e=79907&d=807391&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79907&d=807391&f=cEDH,5,16,5/16,..\data\mtgtop8\deck_807391.txt
807392,https://www.mtgtop8.com/event?e=79907&d=807392&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79907&d=807392&f=cEDH,5,16,5/16,..\data\mtgtop8\deck_807392.txt
807393,https://www.mtgtop8.com/event?e=79907&d=807393&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79907&d=807393&f=cEDH,5,16,5/16,..\data\mtgtop8\deck_807393.txt
807423,https://www.mtgtop8.com/event?e=79911&d=807423&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79911&d=807423&f=cEDH,1,17,1/17,..\data\mtgtop8\deck_807423.txt
807424,https://www.mtgtop8.com/event?e=79911&d=807424&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79911&d=807424&f=cEDH,2,17,2/17,..\data\mtgtop8\deck_807424.txt
807425,https://www.mtgtop8.com/event?e=79911&d=807425&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79911&d=807425&f=cEDH,3,17,3/17,..\data\mtgtop8\deck_807425.txt
807426,https://www.mtgtop8.com/event?e=79911&d=807426&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79911&d=807426&f=cEDH,3,17,3/17,..\data\mtgtop8\deck_807426.txt
807427,https://www.mtgtop8.com/event?e=79911&d=807427&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79911&d=807427&f=cEDH,5,17,5/17,..\data\mtgtop8\deck_807427.txt
807428,https://www.mtgtop8.com/event?e=79911&d=807428&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79911&d=807428&f=cEDH,5,17,5/17,..\data\mtgtop8\deck_807428.txt
807371,https://www.mtgtop8.com/event?e=79906&d=807371&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807371&f=cEDH,1,34,1/34,..\data\mtgtop8\deck_807371.txt
807372,https://www.mtgtop8.com/event?e=79906&d=807372&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807372&f=cEDH,2,34,2/34,..\data\mtgtop8\deck_807372.txt
807373,https://www.mtgtop8.com/event?e=79906&d=807373&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807373&f=cEDH,3,34,3/34,..\data\mtgtop8\deck_807373.txt
807374,https://www.mtgtop8.com/event?e=79906&d=807374&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807374&f=cEDH,3,34,3/34,..\data\mtgtop8\deck_807374.txt
807375,https://www.mtgtop8.com/event?e=79906&d=807375&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807375&f=cEDH,5,34,5/34,..\data\mtgtop8\deck_807375.txt
807376,https://www.mtgtop8.com/event?e=79906&d=807376&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807376&f=cEDH,5,34,5/34,..\data\mtgtop8\deck_807376.txt
807377,https://www.mtgtop8.com/event?e=79906&d=807377&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807377&f=cEDH,5,34,5/34,..\data\mtgtop8\deck_807377.txt
807378,https://www.mtgtop8.com/event?e=79906&d=807378&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807378&f=cEDH,9,34,9/34,..\data\mtgtop8\deck_807378.txt
807379,https://www.mtgtop8.com/event?e=79906&d=807379&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807379&f=cEDH,9,34,9/34,..\data\mtgtop8\deck_807379.txt
807380,https://www.mtgtop8.com/event?e=79906&d=807380&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807380&f=cEDH,9,34,9/34,..\data\mtgtop8\deck_807380.txt
807381,https://www.mtgtop8.com/event?e=79906&d=807381&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807381&f=cEDH,9,34,9/34,..\data\mtgtop8\deck_807381.txt
807382,https://www.mtgtop8.com/event?e=79906&d=807382&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807382&f=cEDH,9,34,9/34,..\data\mtgtop8\deck_807382.txt
807383,https://www.mtgtop8.com/event?e=79906&d=807383&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807383&f=cEDH,9,34,9/34,..\data\mtgtop8\deck_807383.txt
807384,https://www.mtgtop8.com/event?e=79906&d=807384&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807384&f=cEDH,9,34,9/34,..\data\mtgtop8\deck_807384.txt
807385,https://www.mtgtop8.com/event?e=79906&d=807385&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79906&d=807385&f=cEDH,9,34,9/34,..\data\mtgtop8\deck_807385.txt
807449,https://www.mtgtop8.com/event?e=79915&d=807449&f=cEDH,https://www.mtgtop8.com/mtgo/event?e=79915&d=807449&f=cEDH,1,13,1/13,..\data\mtgtop8\deck_807449.txt
